REF_AREA_DESC,TIME_PERIOD,SEX_DESC,AGE_DESC,URBANIZATION_DESC,INCOME_WEALTH_QUANTILE_DESC,WITH_A_PLACE TO_USE_MENSTRUAL_HYGIENE_MATERIAL_VALUE,TIME_DETAIL
Kyrgyzstan,2018,Female,15 to 49 years old,Rural,Total (national average) or no breakdown,90.2900009155273,2017-2019 (latest available)
Kyrgyzstan,2018,Female,15 to 49 years old,Total,Quintile 2 (second poorest),91.2200012207031,2017-2019 (latest available)
Kyrgyzstan,2018,Female,15 to 49 years old,Total,Quintile 5 (richest),94.5899963378906,2017-2019 (latest available)
Kyrgyzstan,2018,Female,15 to 49 years old,Total,Quintile 1 (poorest),88.1699981689453,2017-2019 (latest available)
Kyrgyzstan,2018,Female,15 to 49 years old,Total,Quintile 3 (middle),90.8300018310547,2017-2019 (latest available)
Kyrgyzstan,2018,Female,15 to 49 years old,Total,Quintile 4 (second richest),88.4700012207031,2017-2019 (latest available)
Kyrgyzstan,2018,Female,15 to 49 years old,Total,Total (national average) or no breakdown,90.8199996948242,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,45 to 49 years old,Total,Total (national average) or no breakdown,68.1999969482422,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,40 to 44 years old,Total,Total (national average) or no breakdown,67.8000030517578,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,35 to 39 years old,Total,Total (national average) or no breakdown,69.6500015258789,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,30 to 34 years old,Total,Total (national average) or no breakdown,72.7600021362305,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,25 to 29 years old,Total,Total (national average) or no breakdown,74.6500015258789,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,20 to 24 years old,Total,Total (national average) or no breakdown,74.9899978637695,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,15 to 19 years old,Total,Total (national average) or no breakdown,75.7900009155273,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,15 to 49 years old,Urban,Total (national average) or no breakdown,88.5500030517578,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,15 to 49 years old,Rural,Total (national average) or no breakdown,64,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,15 to 49 years old,Total,Quintile 2 (second poorest),56.4799995422363,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,15 to 49 years old,Total,Quintile 5 (richest),94.2300033569336,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,15 to 49 years old,Total,Quintile 1 (poorest),28.6100006103516,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,15 to 49 years old,Total,Quintile 3 (middle),77.4400024414062,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,15 to 49 years old,Total,Quintile 4 (second richest),89.6100006103516,2017-2019 (latest available)
Lao People's Democratic Republic,2018,Female,15 to 49 years old,Total,Total (national average) or no breakdown,72.6699981689453,2017-2019 (latest available)
Lesotho,2018,Female,45 to 49 years old,Total,Total (national average) or no breakdown,94.2300033569336,2017-2019 (latest available)
Lesotho,2018,Female,40 to 44 years old,Total,Total (national average) or no breakdown,91.629997253418,2017-2019 (latest available)
Lesotho,2018,Female,35 to 39 years old,Total,Total (national average) or no breakdown,92.6800003051758,2017-2019 (latest available)
Lesotho,2018,Female,30 to 34 years old,Total,Total (national average) or no breakdown,92,2017-2019 (latest available)
Lesotho,2018,Female,25 to 29 years old,Total,Total (national average) or no breakdown,94.0999984741211,2017-2019 (latest available)
Lesotho,2018,Female,20 to 24 years old,Total,Total (national average) or no breakdown,93.8000030517578,2017-2019 (latest available)
Lesotho,2018,Female,15 to 19 years old,Total,Total (national average) or no breakdown,93.5400009155273,2017-2019 (latest available)
Lesotho,2018,Female,15 to 49 years old,Urban,Total (national average) or no breakdown,93.9899978637695,2017-2019 (latest available)
Lesotho,2018,Female,15 to 49 years old,Rural,Total (national average) or no breakdown,92.4199981689453,2017-2019 (latest available)
Lesotho,2018,Female,15 to 49 years old,Total,Quintile 2 (second poorest),92.0100021362305,2017-2019 (latest available)
Lesotho,2018,Female,15 to 49 years old,Total,Quintile 5 (richest),94.9199981689453,2017-2019 (latest available)
Lesotho,2018,Female,15 to 49 years old,Total,Quintile 1 (poorest),90.0599975585938,2017-2019 (latest available)
Lesotho,2018,Female,15 to 49 years old,Total,Quintile 3 (middle),92.6399993896484,2017-2019 (latest available)
Lesotho,2018,Female,15 to 49 years old,Total,Quintile 4 (second richest),94.1900024414062,2017-2019 (latest available)
Lesotho,2018,Female,15 to 49 years old,Total,Total (national average) or no breakdown,93.1800003051758,2017-2019 (latest available)
Madagascar,2018,Female,45 to 49 years old,Total,Total (national average) or no breakdown,86.7200012207031,2017-2019 (latest available)
Madagascar,2018,Female,40 to 44 years old,Total,Total (national average) or no breakdown,85.9199981689453,2017-2019 (latest available)
Madagascar,2018,Female,35 to 39 years old,Total,Total (national average) or no breakdown,86.0500030517578,2017-2019 (latest available)
Madagascar,2018,Female,30 to 34 years old,Total,Total (national average) or no breakdown,86.8899993896484,2017-2019 (latest available)
Madagascar,2018,Female,25 to 29 years old,Total,Total (national average) or no breakdown,85.1800003051758,2017-2019 (latest available)
Madagascar,2018,Female,20 to 24 years old,Total,Total (national average) or no breakdown,85.7600021362305,2017-2019 (latest available)
Madagascar,2018,Female,15 to 19 years old,Total,Total (national average) or no breakdown,86.5,2017-2019 (latest available)
Madagascar,2018,Female,15 to 49 years old,Urban,Total (national average) or no breakdown,87.4599990844727,2017-2019 (latest available)
