REF_AREA_DESC,TIME_PERIOD,SEX_DESC,AGE_DESC,URBANIZATION_DESC,INCOME_WEALTH_QUANTILE_DESC,DIDN’T_PARTICIPATE_ACTIVITIES_DURING_PERIOD_VALUE,TIME_DETAIL
Suriname,2018,Female,15 to 49 years old,Total,Quintile 3 (middle),18.5499992370605,2017-2019 (latest available)
Suriname,2018,Female,15 to 49 years old,Total,Quintile 4 (second richest),17.5799999237061,2017-2019 (latest available)
Suriname,2018,Female,15 to 49 years old,Total,Total (national average) or no breakdown,17.4899997711182,2017-2019 (latest available)
Togo,2018,Female,45 to 49 years old,Total,Total (national average) or no breakdown,10.3699998855591,2017-2019 (latest available)
Togo,2018,Female,40 to 44 years old,Total,Total (national average) or no breakdown,8.13000011444092,2017-2019 (latest available)
Togo,2018,Female,35 to 39 years old,Total,Total (national average) or no breakdown,9.02000045776367,2017-2019 (latest available)
Togo,2018,Female,30 to 34 years old,Total,Total (national average) or no breakdown,11.6099996566772,2017-2019 (latest available)
Togo,2018,Female,25 to 29 years old,Total,Total (national average) or no breakdown,11.1700000762939,2017-2019 (latest available)
Togo,2018,Female,20 to 24 years old,Total,Total (national average) or no breakdown,14.1099996566772,2017-2019 (latest available)
Togo,2018,Female,15 to 19 years old,Total,Total (national average) or no breakdown,16.1499996185303,2017-2019 (latest available)
Togo,2018,Female,15 to 49 years old,Urban,Total (national average) or no breakdown,11.5200004577637,2017-2019 (latest available)
Togo,2018,Female,15 to 49 years old,Rural,Total (national average) or no breakdown,12.7299995422363,2017-2019 (latest available)
Togo,2018,Female,15 to 49 years old,Total,Quintile 2 (second poorest),12.9899997711182,2017-2019 (latest available)
Togo,2018,Female,15 to 49 years old,Total,Quintile 5 (richest),10.9399995803833,2017-2019 (latest available)
Togo,2018,Female,15 to 49 years old,Total,Quintile 1 (poorest),13.0799999237061,2017-2019 (latest available)
Togo,2018,Female,15 to 49 years old,Total,Quintile 3 (middle),12.9200000762939,2017-2019 (latest available)
Togo,2018,Female,15 to 49 years old,Total,Quintile 4 (second richest),11.6499996185303,2017-2019 (latest available)
Togo,2018,Female,15 to 49 years old,Total,Total (national average) or no breakdown,12.1199998855591,2017-2019 (latest available)
Turkmenistan,2018,Female,45 to 49 years old,Total,Total (national average) or no breakdown,1.85000002384186,2017-2019 (latest available)
Turkmenistan,2018,Female,40 to 44 years old,Total,Total (national average) or no breakdown,0.730000019073486,2017-2019 (latest available)
Turkmenistan,2018,Female,35 to 39 years old,Total,Total (national average) or no breakdown,0.569999992847443,2017-2019 (latest available)
Turkmenistan,2018,Female,30 to 34 years old,Total,Total (national average) or no breakdown,0.649999976158142,2017-2019 (latest available)
Turkmenistan,2018,Female,25 to 29 years old,Total,Total (national average) or no breakdown,0.850000023841858,2017-2019 (latest available)
Turkmenistan,2018,Female,20 to 24 years old,Total,Total (national average) or no breakdown,1.3400000333786,2017-2019 (latest available)
Turkmenistan,2018,Female,15 to 19 years old,Total,Total (national average) or no breakdown,0.620000004768372,2017-2019 (latest available)
Turkmenistan,2018,Female,15 to 49 years old,Urban,Total (national average) or no breakdown,0.860000014305115,2017-2019 (latest available)
Turkmenistan,2018,Female,15 to 49 years old,Rural,Total (national average) or no breakdown,0.889999985694885,2017-2019 (latest available)
Turkmenistan,2018,Female,15 to 49 years old,Total,Quintile 2 (second poorest),0.569999992847443,2017-2019 (latest available)
Turkmenistan,2018,Female,15 to 49 years old,Total,Quintile 5 (richest),1.02999997138977,2017-2019 (latest available)
Turkmenistan,2018,Female,15 to 49 years old,Total,Quintile 1 (poorest),1.82000005245209,2017-2019 (latest available)
Turkmenistan,2018,Female,15 to 49 years old,Total,Quintile 3 (middle),0.419999986886978,2017-2019 (latest available)
Turkmenistan,2018,Female,15 to 49 years old,Total,Quintile 4 (second richest),0.519999980926514,2017-2019 (latest available)
Turkmenistan,2018,Female,15 to 49 years old,Total,Total (national average) or no breakdown,0.879999995231628,2017-2019 (latest available)
North Macedonia,2018,Female,45 to 49 years old,Total,Total (national average) or no breakdown,6.65000009536743,2017-2019 (latest available)
North Macedonia,2018,Female,40 to 44 years old,Total,Total (national average) or no breakdown,6.59999990463257,2017-2019 (latest available)
North Macedonia,2018,Female,35 to 39 years old,Total,Total (national average) or no breakdown,3.91000008583069,2017-2019 (latest available)
North Macedonia,2018,Female,30 to 34 years old,Total,Total (national average) or no breakdown,5.98999977111816,2017-2019 (latest available)
North Macedonia,2018,Female,25 to 29 years old,Total,Total (national average) or no breakdown,7.96000003814697,2017-2019 (latest available)
North Macedonia,2018,Female,20 to 24 years old,Total,Total (national average) or no breakdown,7.09999990463257,2017-2019 (latest available)
North Macedonia,2018,Female,15 to 19 years old,Total,Total (national average) or no breakdown,8.40999984741211,2017-2019 (latest available)
North Macedonia,2018,Female,15 to 49 years old,Urban,Total (national average) or no breakdown,6.03000020980835,2017-2019 (latest available)
North Macedonia,2018,Female,15 to 49 years old,Rural,Total (national average) or no breakdown,7.59999990463257,2017-2019 (latest available)
North Macedonia,2018,Female,15 to 49 years old,Total,Quintile 2 (second poorest),7.09000015258789,2017-2019 (latest available)
North Macedonia,2018,Female,15 to 49 years old,Total,Quintile 5 (richest),3.21000003814697,2017-2019 (latest available)
North Macedonia,2018,Female,15 to 49 years old,Total,Quintile 1 (poorest),12.4200000762939,2017-2019 (latest available)
North Macedonia,2018,Female,15 to 49 years old,Total,Quintile 3 (middle),6.94999980926514,2017-2019 (latest available)
North Macedonia,2018,Female,15 to 49 years old,Total,Quintile 4 (second richest),4.67000007629395,2017-2019 (latest available)
North Macedonia,2018,Female,15 to 49 years old,Total,Total (national average) or no breakdown,6.59999990463257,2017-2019 (latest available)
